,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
225201,2013-09-22 19:25:37,2,3,231,81,24964,,428185,0,0,9,2013-09-27,2013-10-04,2,0,1,8250,1,0,3,2,50,628,45
473732,2013-09-24 06:57:53,2,3,66,348,49449,,1190978,0,0,9,2013-10-10,2013-10-12,1,0,1,6843,1,0,1,2,198,383,28
146818,2013-09-12 17:42:51,2,3,66,174,9444,6871.0818,188099,0,0,9,2013-09-26,2013-10-02,1,0,1,12567,5,0,1,6,22,245,36
53112,2014-09-29 18:23:33,8,4,77,824,15015,0.3549,1072285,0,0,1,2014-10-19,2014-10-22,2,0,1,19126,6,1,1,0,63,1258,21
57480,2014-09-18 06:08:56,2,3,66,337,6988,1550.9694,1083857,0,1,9,2014-09-29,2014-10-05,2,0,1,8864,1,0,2,4,47,1508,52
175734,2014-09-20 06:07:43,34,3,66,226,5114,,269953,0,1,9,2014-10-13,2014-10-17,4,0,2,5405,6,0,10,4,8,126,52
245492,2014-09-26 07:34:53,34,3,205,354,41949,7528.2504,493938,0,0,9,2014-10-07,2014-10-16,2,0,1,8822,1,0,1,3,130,91,61
522723,2014-09-19 16:30:54,37,1,69,761,41949,,159532,0,0,9,2014-09-23,2014-09-25,1,0,1,8808,1,1,1,6,169,28,64
190673,2014-09-08 05:51:07,2,3,66,351,36508,960.8195,325245,0,0,5,2015-02-03,2015-02-13,2,0,1,11853,1,0,1,2,50,702,90
419598,2013-09-16 19:49:59,23,1,1,318,2096,4952.555,1037161,0,0,9,2013-12-24,2013-12-25,2,1,1,12895,5,0,1,2,50,686,77
8030,2014-09-11 18:28:29,2,3,66,174,51981,5838.2047,951878,0,0,5,2014-10-05,2014-10-06,1,0,1,8293,1,0,1,6,46,39,89
551072,2014-09-13 22:20:32,24,2,66,318,33796,,225150,0,0,9,2014-12-27,2014-12-28,2,3,2,11621,1,0,1,2,50,703,18
531744,2014-09-13 13:30:29,2,3,66,189,34937,2330.8951,180634,0,0,9,2014-12-13,2014-12-18,2,0,1,8810,1,0,1,4,8,1532,66
147635,2013-09-17 11:09:26,2,3,66,258,24503,4147.0751,189121,0,0,9,2013-11-15,2013-11-18,1,1,1,8745,1,0,1,6,204,27,25
253353,2014-09-17 19:26:04,2,3,66,363,11295,1331.1395,526262,1,0,2,2014-09-22,2014-09-24,2,2,1,8243,1,0,2,2,50,409,77
584658,2014-09-26 19:25:41,34,3,205,155,9120,1696.3005,346904,1,0,9,2014-11-13,2014-11-15,2,0,1,60252,3,0,1,4,8,165,85
245085,2013-09-18 11:28:39,37,1,69,695,45017,,1189281,0,0,0,2013-10-18,2013-10-19,2,0,1,20552,6,0,1,3,104,76,46
207380,2013-09-03 06:59:35,2,3,66,331,35714,2148.8934,1091557,0,1,9,2013-10-10,2013-10-11,1,0,1,8254,1,0,1,2,50,365,59
177374,2014-09-25 14:23:25,2,3,66,288,27615,1132.8015,1010950,0,1,9,2014-11-08,2014-11-10,1,0,1,8250,1,0,1,2,50,628,24
117656,2014-09-21 01:24:15,13,1,46,244,23120,4796.4518,842251,0,0,9,2014-11-08,2014-11-09,1,0,1,64573,6,1,1,2,50,699,50
81061,2013-09-27 07:32:54,2,3,66,442,28620,708.0768,728148,0,0,9,2013-10-03,2013-10-08,1,0,1,12003,1,0,1,2,50,654,91
158050,2014-09-15 07:39:46,2,3,66,314,43382,3667.7487,963737,0,1,9,2015-04-02,2015-04-10,2,2,1,53533,3,0,1,6,70,19,98
70276,2014-09-11 04:25:51,2,3,28,154,34719,,695946,0,0,9,2014-09-21,2014-09-23,2,0,1,8747,1,0,1,3,106,107,68
64832,2013-09-24 22:34:18,17,1,133,31,9810,,682046,0,0,1,2013-11-04,2013-11-08,2,0,1,20147,1,1,1,6,111,244,46
166241,2014-09-20 20:45:20,37,1,69,812,43865,,983541,0,1,9,2014-09-20,2014-09-23,2,0,1,8213,1,0,3,6,68,275,64
550700,2014-09-04 09:43:20,2,3,66,318,6771,,904975,0,0,2,2014-11-21,2014-11-23,1,0,1,8745,1,1,1,6,204,27,64
48150,2014-09-17 08:39:15,2,3,66,174,47632,60.6709,636206,0,0,0,2014-09-20,2014-09-21,2,0,1,11620,1,0,2,2,50,369,69
239887,2013-09-02 13:54:42,11,3,205,155,49797,,1172990,0,1,3,2013-11-02,2013-11-06,2,0,1,8250,1,0,3,2,50,628,54
234189,2014-09-10 14:53:43,2,3,66,348,43283,,1158728,0,0,9,2014-09-19,2014-09-21,1,2,1,13237,4,0,1,2,50,365,37
183956,2013-09-03 17:30:39,37,1,69,693,19647,,1024803,0,1,9,2014-02-13,2014-02-14,2,0,2,8254,1,0,3,2,50,365,4
282132,2014-09-19 01:19:25,2,3,66,246,50661,5087.0556,110069,0,0,1,2014-11-27,2014-12-01,2,0,1,8223,1,0,1,2,50,690,69
403334,2014-09-13 20:50:07,24,2,3,64,12576,,462849,0,0,1,2015-06-01,2015-06-05,2,0,1,21836,6,0,2,6,46,799,67
577223,2014-09-16 17:58:28,22,2,0,317,5573,,981494,0,0,5,2014-12-30,2015-01-01,2,1,1,41323,1,0,2,3,104,84,29
194712,2014-09-05 15:31:58,2,3,66,174,24103,3445.3478,1054749,0,0,9,2014-10-08,2014-10-09,2,0,1,1566,3,1,1,4,32,1411,10
455581,2013-09-21 16:33:22,2,3,66,174,38751,2546.2003,627469,0,1,8,2013-10-03,2013-10-07,2,1,2,669,3,0,1,2,50,212,41
624091,2014-09-21 15:51:30,2,3,66,311,38374,2371.4874,1108720,0,1,9,2014-12-22,2014-12-25,2,0,2,8250,1,0,1,2,50,628,54
496162,2014-09-04 06:21:39,2,3,235,13,53632,,738376,0,0,1,2014-09-14,2014-09-16,2,0,1,8291,1,0,1,2,50,191,37
443612,2013-09-12 18:54:06,2,3,66,348,48862,3460.1204,594911,0,0,9,2013-09-14,2013-09-18,2,0,1,8253,1,0,1,6,70,19,97
426637,2014-09-24 12:44:18,2,3,66,351,27951,110.4205,539608,0,0,5,2014-11-01,2014-11-02,2,0,1,29451,4,0,2,2,50,640,42
306976,2013-09-10 18:45:12,2,3,66,462,36965,40.0167,177342,0,0,9,2013-12-14,2013-12-15,1,1,1,12273,6,1,1,2,50,663,40
193058,2014-09-06 18:24:32,23,1,133,20,3392,,1051634,1,0,9,2014-10-04,2014-10-07,2,0,1,8275,1,0,1,4,196,2027,86
446294,2014-09-08 21:15:37,33,2,194,38,42328,,602146,0,0,9,2014-09-28,2014-10-01,2,0,1,8288,1,0,1,2,198,399,69
376381,2014-09-26 08:16:56,2,3,66,318,8031,4306.5312,387159,0,0,9,2015-03-20,2015-03-21,4,0,2,8293,1,0,1,6,46,39,43
506668,2014-09-02 06:48:55,2,3,66,352,5807,149.8401,772962,0,0,9,2014-09-11,2014-09-14,2,0,1,26663,1,0,1,2,50,707,7
297921,2013-09-12 13:33:02,2,3,66,348,2804,123.3317,155590,0,0,5,2013-10-31,2013-11-03,2,0,1,11569,1,1,1,2,50,623,79
347210,2014-09-04 18:14:23,2,3,66,363,14201,,285615,1,0,9,2014-10-05,2014-10-06,2,0,1,8267,1,0,1,2,50,676,91
238296,2014-09-03 11:53:12,24,2,3,66,28951,,1169498,0,1,2,2014-12-29,2015-01-02,2,0,1,8286,1,0,2,0,63,1258,18
297357,2014-09-04 22:08:07,2,3,66,174,48113,2489.5716,154347,1,1,0,2014-10-01,2014-10-05,2,0,1,11204,3,0,1,2,50,636,87
603351,2014-09-28 10:54:50,2,3,66,174,5938,4.0139,1047765,0,0,9,2014-09-28,2014-09-30,1,2,1,12263,6,0,1,2,50,368,48
441708,2014-09-12 10:48:22,2,3,66,311,17552,266.8138,590146,0,0,9,2014-09-15,2014-09-16,1,0,1,24644,1,0,1,2,50,502,72
81221,2014-09-15 14:59:19,11,3,205,354,11747,1659.8641,729716,0,1,9,2014-12-19,2014-12-24,3,0,1,11938,1,0,2,4,8,126,52
223919,2014-09-02 14:44:58,18,2,119,0,27731,,1135106,0,0,9,2014-12-25,2014-12-27,2,0,1,23237,1,0,1,3,106,756,30
335926,2014-09-26 22:58:27,13,1,46,157,34868,933.011,254736,0,1,9,2014-10-09,2014-10-12,2,0,1,8788,1,0,1,6,77,2,11
73406,2014-09-08 19:25:25,2,3,66,311,48147,391.5528,703756,0,0,9,2014-09-12,2014-09-14,2,0,1,8291,1,0,1,2,50,191,68
521519,2014-09-02 14:27:00,2,3,66,448,15179,7854.7224,818784,0,0,5,2014-11-06,2014-11-07,2,0,1,18788,1,0,1,5,203,253,67
8222,2013-09-19 14:48:08,37,1,69,674,24894,,511618,1,1,4,2014-02-07,2014-02-13,1,0,1,468,1,0,1,3,48,153,64
257062,2013-09-28 22:55:20,2,3,66,337,34702,92.2316,28927,0,0,7,2013-12-27,2013-12-28,4,0,1,8267,1,0,1,2,50,675,98
446632,2014-09-09 08:24:28,2,3,66,348,32646,534.3153,603077,0,1,9,2014-11-06,2014-11-10,2,0,1,28405,4,0,1,2,50,644,76
325058,2014-09-07 04:41:31,2,3,66,448,25538,1180.8883,221971,0,0,8,2014-09-18,2014-09-19,1,0,1,12192,6,0,2,2,50,406,4
8330,2013-09-23 17:03:39,2,3,66,462,49272,2101.1024,512360,0,1,0,2013-11-23,2013-11-27,1,0,1,8810,1,0,1,4,8,1532,9
498033,2014-09-01 17:59:27,2,3,66,351,1896,1287.3254,745123,0,0,9,2014-09-13,2014-09-14,2,0,1,21061,6,0,1,4,8,126,65
150282,2014-09-16 23:26:18,2,3,66,442,35390,1002.4768,932109,0,0,9,2014-11-13,2014-11-16,2,0,1,11942,1,0,3,4,193,99,80
426712,2014-09-17 11:48:28,2,3,66,174,31320,88.5997,539642,0,0,2,2014-10-11,2014-10-13,2,0,1,9147,1,0,1,2,50,367,73
166792,2014-09-09 13:40:45,37,1,69,784,7930,,984875,0,0,9,2014-09-28,2014-09-30,1,0,1,22074,6,1,1,6,46,1463,25
64209,2014-09-04 08:07:21,2,3,66,196,2428,313.5513,679992,1,0,1,2014-10-11,2014-10-12,4,0,2,50966,4,0,1,2,50,420,6
300226,2013-09-17 11:58:23,2,3,66,467,22781,1759.8623,162176,0,0,9,2013-12-19,2013-12-25,2,0,1,12267,6,0,1,2,50,1230,18
24337,2013-09-10 16:52:44,37,1,69,813,34323,,564156,0,0,9,2013-09-11,2013-09-14,1,0,1,18966,1,1,1,6,204,1791,81
85913,2014-09-14 22:39:28,37,1,69,993,51833,,744405,0,0,1,2015-07-04,2015-07-12,2,0,1,2017,6,0,1,6,105,35,8
493413,2014-09-04 22:21:30,2,3,66,462,49272,3.207,730218,0,0,9,2014-09-05,2014-09-08,1,0,1,23573,6,0,1,2,50,663,41
562812,2014-09-12 21:30:31,37,1,69,749,51392,,936161,0,1,9,2014-09-13,2014-09-18,2,0,1,468,1,0,1,3,48,153,58
161500,2014-09-19 23:13:40,2,3,93,71,11066,,971390,0,1,2,2014-12-29,2014-12-29,2,0,1,468,1,0,1,3,48,153,66
68468,2014-09-14 20:27:06,2,3,66,311,38374,1641.3008,688756,0,1,0,2014-10-14,2014-10-19,2,0,1,11439,1,0,1,4,163,1503,52
257607,2013-09-14 19:15:55,2,3,231,81,24964,,31314,0,0,9,2013-09-16,2013-09-17,1,0,1,8818,1,0,1,3,99,88,64
360028,2014-09-30 07:02:44,34,3,205,354,54585,331.7807,328593,0,1,9,2014-11-20,2014-11-23,2,1,1,8267,1,0,2,2,50,675,98
137544,2014-09-17 07:04:29,2,3,66,348,48862,286.2393,899721,0,0,9,2014-09-19,2014-09-20,2,0,1,12755,5,0,3,2,50,692,50
516350,2013-09-01 15:34:04,2,3,215,715,29722,1114.3323,805391,0,0,9,2013-12-28,2013-12-30,2,0,1,8278,1,0,1,2,50,368,48
16510,2013-09-20 14:33:26,2,3,66,184,11409,942.7408,1169024,0,0,0,2013-09-22,2013-09-27,2,0,1,8279,1,0,1,2,50,1230,4
266757,2013-09-25 22:04:09,37,1,69,674,24894,,681828,1,0,1,2013-10-18,2013-10-23,2,0,1,8788,1,0,2,6,77,2,64
144035,2014-09-29 20:10:05,30,4,195,991,53701,,331527,0,0,0,2015-08-29,2015-08-31,2,0,1,60840,6,0,1,3,182,1492,76
177928,2014-09-13 17:22:30,2,3,66,189,3434,,427045,0,1,0,2014-11-09,2014-11-13,2,0,1,669,3,0,5,2,50,212,4
533058,2014-09-29 19:43:43,2,3,66,351,42019,1982.8227,208036,1,1,9,2014-11-07,2014-11-18,1,0,1,22957,1,0,1,4,57,172,30
623090,2013-09-19 12:50:08,23,1,1,367,43915,410.5462,463089,0,0,1,2013-12-30,2014-01-04,2,0,1,8289,1,0,1,6,107,36,46
253954,2014-09-18 07:45:40,2,3,66,348,48862,329.1632,646976,0,1,9,2014-09-20,2014-09-22,1,0,1,8262,1,0,1,2,198,384,91
60337,2014-09-14 09:49:04,33,2,194,38,42328,,107215,0,0,1,2014-09-16,2014-09-19,2,0,1,20258,6,0,2,3,151,69,12
170365,2014-09-09 13:49:28,2,3,66,184,52638,848.698,407780,0,0,8,2014-10-23,2014-10-25,2,2,1,12268,6,0,1,2,50,1230,56
135647,2014-09-11 13:22:47,2,3,181,238,14762,,306941,0,0,9,2014-09-21,2014-09-29,1,0,1,22864,6,0,1,4,93,2086,30
48571,2013-09-05 10:22:20,2,3,66,174,44047,215.8863,72389,0,0,0,2013-11-15,2013-11-16,1,0,1,8250,1,0,1,2,50,628,1
412610,2013-09-22 11:18:22,2,3,57,342,5021,,1078532,0,0,1,2013-10-09,2013-10-14,2,0,1,7635,3,0,3,2,50,675,41
497031,2013-09-03 14:05:30,2,3,66,448,14052,1270.983,116648,0,1,2,2013-10-06,2013-10-10,2,0,1,383,3,0,5,4,8,110,65
110752,2014-09-11 14:16:13,24,2,3,50,5703,,233221,0,0,3,2014-11-09,2014-11-14,2,0,1,1404,3,0,4,3,3,1392,61
171353,2014-09-13 14:03:17,2,3,66,220,4948,4953.5211,410624,0,1,9,2014-10-03,2014-10-08,1,0,1,8862,1,0,2,6,204,1466,85
590467,2014-09-25 19:01:38,2,3,66,174,23793,432.5169,368817,0,0,9,2014-10-02,2014-10-07,2,0,1,8278,1,0,1,2,50,368,23
325082,2014-09-20 16:43:45,2,3,66,258,1803,1668.7943,845193,0,0,3,2014-12-09,2014-12-16,2,1,1,11372,1,0,1,4,121,199,44
556064,2013-09-16 09:14:58,2,3,93,71,15362,,263932,0,1,2,2013-10-16,2013-10-20,2,0,1,8739,1,0,1,6,144,4,58
504461,2014-09-21 16:55:57,2,3,66,462,14703,2639.8077,133349,0,1,9,2014-12-27,2015-01-04,1,0,1,12188,6,0,1,4,8,110,65
32129,2014-09-22 19:54:33,34,3,205,411,54864,319.1968,23075,0,0,9,2014-09-25,2014-09-26,2,0,1,8228,1,0,1,2,198,371,91
547893,2013-09-03 09:05:00,2,3,66,174,17529,1665.9428,243476,0,0,9,2014-02-01,2014-02-06,2,0,1,8266,1,0,3,2,50,411,5
18204,2013-09-20 21:00:44,24,2,3,64,3169,,1174233,0,0,2,2013-09-25,2013-09-26,2,0,1,8794,1,0,2,6,144,7,75
320033,2014-09-07 12:25:30,24,2,66,258,4687,1188.6932,832436,0,0,3,2014-12-25,2014-12-28,2,3,1,8260,1,0,2,2,50,701,77
580125,2013-09-14 00:52:54,2,3,66,174,53485,2445.5891,336861,0,0,9,2013-09-14,2013-09-17,2,0,1,12483,5,0,1,2,50,676,48
180593,2013-09-01 06:10:13,2,3,66,174,6701,,434923,0,0,3,2013-12-26,2013-12-30,2,2,1,17672,6,0,2,2,50,682,96
572899,2014-09-26 02:50:27,2,3,66,174,24103,2120.6785,308607,0,1,1,2014-12-22,2014-12-26,2,0,1,11938,1,0,2,4,8,126,66
439438,2013-09-30 17:10:48,24,2,3,50,5224,,1153752,0,0,1,2013-10-01,2013-10-03,1,0,1,41773,1,1,1,3,106,156,82
136740,2014-09-23 12:33:14,2,3,66,184,2037,2.1596,310561,0,0,9,2014-09-26,2014-09-28,2,0,1,8236,1,0,5,2,50,656,41
424268,2013-09-04 15:47:42,2,3,66,348,52410,1083.8796,1112828,1,0,0,2014-02-18,2014-02-22,2,3,1,12227,6,0,1,2,50,701,41
626752,2014-09-22 20:25:08,34,3,205,354,25315,4655.992,472608,0,1,9,2014-10-26,2014-11-02,2,0,1,669,3,0,3,2,50,212,0
523251,2014-09-25 08:48:55,2,3,66,462,16353,2389.2449,187863,0,1,0,2014-12-30,2015-01-05,2,0,1,11972,1,0,4,4,8,1456,22
146676,2014-09-25 09:13:20,2,3,66,325,47264,743.2759,339349,0,0,9,2014-10-16,2014-10-19,2,2,1,12206,6,0,1,2,50,628,45
234382,2014-09-27 12:50:11,2,3,66,174,42858,653.999,592282,0,0,9,2014-10-16,2014-10-17,1,0,1,23528,6,1,1,2,50,1179,14
327413,2013-09-06 15:24:12,11,3,205,135,29816,3132.1013,852481,1,0,9,2013-12-13,2013-12-26,2,0,1,669,3,0,1,2,50,212,0
444674,2014-09-20 22:59:48,24,2,3,50,5703,,1162069,0,0,9,2015-01-17,2015-01-22,1,0,1,2387,3,0,2,6,170,313,44
366151,2014-09-26 17:46:22,37,1,69,910,43113,,951834,0,1,0,2015-02-14,2015-02-19,2,0,1,8267,1,0,1,2,50,675,97
568831,2014-09-11 04:14:39,2,3,66,442,35390,192.3817,292226,1,0,4,2014-09-11,2014-09-14,2,0,1,8277,1,0,2,2,50,412,47
187459,2014-09-07 08:27:37,2,3,66,174,24103,8781.9848,451782,1,0,1,2014-12-28,2014-12-29,2,0,1,8819,1,0,1,3,168,1242,83
199610,2014-09-24 18:53:28,2,3,66,184,2037,826.3768,488305,0,0,1,2014-10-11,2014-10-14,4,4,2,12175,6,0,1,2,50,366,91
612733,2014-09-19 09:10:32,11,3,205,354,7110,7465.0983,439964,0,0,5,2014-11-16,2014-11-18,2,0,1,47255,4,0,3,3,104,1280,64
618372,2014-09-11 02:31:36,23,1,1,318,2096,81.2248,452449,1,0,9,2014-10-10,2014-10-19,2,0,1,33540,1,0,1,6,105,891,22
548032,2013-09-08 11:00:59,11,3,205,155,17485,2140.402,243960,0,1,0,2013-11-09,2013-11-09,1,1,1,8810,1,0,1,4,8,1532,52
197951,2014-09-07 04:47:42,2,3,28,154,34719,,482772,0,1,2,2014-09-15,2014-09-17,1,0,1,8226,1,0,1,5,100,1446,61
228979,2014-09-07 10:43:08,2,3,66,462,1263,6930.8576,578807,0,0,1,2014-10-08,2014-10-12,5,1,2,87,3,0,1,3,1,142,63
213943,2014-09-17 20:20:34,2,3,66,220,1437,2029.6804,530245,1,1,9,2014-11-13,2014-11-18,2,0,1,8250,1,0,3,2,50,628,54
162425,2013-09-21 09:51:51,2,3,66,337,52797,4255.8636,383508,0,0,1,2013-10-05,2013-10-07,4,1,2,8289,1,0,1,6,107,36,62
557500,2014-09-15 04:35:08,2,3,66,174,26232,416.7199,267698,0,0,4,2015-03-30,2015-04-01,4,0,2,8250,1,0,1,2,50,628,1
238307,2013-09-01 11:27:31,2,3,80,38,52486,,602789,0,0,9,2013-10-02,2013-10-08,2,0,1,8279,1,1,1,2,50,1230,68
171017,2014-09-29 03:48:50,37,1,66,442,28702,,409070,1,0,9,2014-09-29,2014-09-30,2,0,1,11821,1,0,3,2,50,648,13
398210,2013-09-07 05:18:18,2,3,66,335,31806,,1039187,0,1,9,2013-10-08,2013-10-20,1,0,1,8220,1,0,4,3,182,46,12
210693,2014-09-02 11:00:09,11,3,205,354,11747,41.9706,519038,0,0,0,2014-09-05,2014-09-07,2,0,1,14875,1,0,3,2,198,750,9
37193,2014-09-16 09:20:20,2,3,66,351,27337,401.8569,37004,0,0,9,2014-10-10,2014-10-13,2,2,1,25172,6,0,1,2,50,674,51
472996,2014-09-30 16:22:44,2,3,66,467,41875,1105.1968,40076,0,0,5,2014-10-23,2014-10-27,2,0,1,8268,1,0,1,2,50,682,48
405999,2014-09-10 19:44:03,37,1,69,552,13756,,1059693,1,1,9,2014-09-20,2014-09-22,2,0,1,8788,1,0,1,6,77,1880,29
142246,2013-09-22 00:57:37,2,3,55,23,47551,,327147,1,0,9,2013-09-24,2013-09-27,2,0,1,8255,1,0,1,6,77,20,59
615936,2014-09-05 12:03:50,2,3,66,220,5444,1181.648,446073,1,0,1,2014-09-13,2014-09-17,2,0,1,8846,1,0,1,2,50,691,44
85606,2014-09-22 05:14:53,2,3,66,442,35390,3146.5724,166735,1,0,9,2014-09-23,2014-09-24,1,0,1,8251,1,0,2,4,93,2086,82
228354,2014-09-14 08:11:13,2,3,66,356,22202,757.6364,576312,0,1,9,2014-09-27,2014-10-01,3,0,1,8250,1,0,2,2,50,628,51
555326,2014-09-21 19:03:12,2,3,66,174,24103,29.5537,262978,0,0,0,2014-10-11,2014-10-12,2,0,1,12175,6,0,1,2,50,366,18
99223,2014-09-24 19:32:17,2,3,66,189,55926,984.6246,206910,0,0,0,2014-12-29,2014-12-30,3,2,2,13441,4,0,1,2,50,682,41
305431,2014-09-02 17:03:37,33,2,194,38,42328,,790393,0,1,9,2014-12-31,2015-01-02,2,0,1,8747,1,0,1,3,106,107,12
58277,2014-09-18 23:40:38,2,3,66,226,52064,4191.804,100536,0,1,0,2014-12-01,2014-12-08,1,0,1,8253,1,0,2,6,70,19,17
422430,2014-04-01 13:10:05,2,3,66,174,44047,215.4563,281420,0,1,1,2014-05-28,2014-05-30,2,0,1,8250,1,0,1,2,50,628,88
383517,2014-04-23 20:24:52,2,3,66,174,5938,1270.9914,142317,0,0,9,2014-06-13,2014-06-14,2,1,1,11629,1,0,1,2,198,370,87
110278,2014-04-07 14:18:55,2,3,66,322,12318,1200.5292,421317,0,0,3,2015-03-15,2015-03-18,2,0,1,8791,1,0,1,4,8,110,65
21499,2014-04-30 11:54:11,2,3,66,356,51379,740.862,94390,0,0,4,2014-05-06,2014-05-07,2,0,2,24816,1,0,3,2,50,1669,47
97496,2014-04-05 23:02:36,37,1,69,994,18722,,381351,1,1,9,2014-09-14,2014-09-16,1,0,1,8268,1,0,1,2,50,682,79
386363,2014-04-21 21:39:49,2,3,23,63,53457,,149005,0,0,9,2014-04-25,2014-04-27,1,0,1,20324,6,0,1,3,126,232,99
124312,2013-04-01 22:36:15,37,1,69,661,7133,,465507,0,1,0,2013-07-09,2013-07-16,2,0,1,33651,1,0,1,5,194,1528,38
330708,2014-04-16 02:27:03,2,3,23,84,32507,,1139683,0,0,9,2014-07-08,2014-07-09,4,0,2,8213,1,0,1,6,68,290,82
575166,2014-04-14 10:30:18,2,3,66,442,12681,795.2656,765542,0,0,9,2014-04-20,2014-04-22,2,0,1,18055,1,0,1,2,50,489,48
434398,2014-04-29 06:25:10,2,3,66,348,24960,788.8593,327814,0,0,2,2014-05-02,2014-05-03,3,0,1,12180,6,0,1,2,50,350,91
488016,2014-04-14 11:40:45,2,3,66,174,8124,2434.0406,484102,0,0,9,2014-04-16,2014-04-18,2,0,2,12233,6,1,1,2,50,675,56
418600,2014-04-15 16:20:45,2,3,66,220,2086,3975.3641,263662,0,1,9,2014-07-15,2014-07-15,2,2,1,8214,1,0,1,2,50,649,34
217954,2014-04-10 14:44:08,13,1,46,336,21996,860.4112,807357,0,0,5,2014-06-20,2014-06-24,2,0,1,8788,1,0,1,6,77,2,55
146753,2013-04-30 10:37:16,2,3,66,142,24516,3265.2954,563580,0,0,0,2013-04-30,2013-05-02,2,0,1,12495,5,1,1,2,50,699,89
186540,2014-04-09 12:37:33,2,3,66,220,2086,4998.9439,679647,0,0,9,2014-04-11,2014-04-14,2,0,1,8743,1,0,1,6,144,24,6
209613,2013-04-30 18:03:44,34,3,205,354,53713,1936.5112,776853,0,0,9,2013-06-30,2013-07-02,2,0,1,12206,6,0,1,2,50,628,83
568945,2014-04-01 20:17:44,2,3,66,442,32351,3761.386,743491,0,0,9,2014-06-07,2014-06-08,4,0,1,14978,6,0,1,2,50,636,50
129926,2014-04-28 21:00:29,2,3,66,153,23511,431.3056,502923,0,0,0,2014-04-29,2014-05-01,1,0,1,12218,6,0,1,2,50,365,94
263549,2013-04-03 19:44:27,37,1,69,727,1805,,952008,1,0,9,2013-08-16,2013-08-19,2,0,1,28385,4,0,1,2,50,643,47
561393,2014-04-24 13:20:35,2,3,66,220,22328,,708246,0,0,0,2014-04-24,2014-04-25,2,0,1,8268,1,0,1,2,50,682,50
328867,2013-04-06 20:24:49,2,3,66,314,4868,1563.761,1133457,0,0,1,2013-08-03,2013-08-10,2,0,1,8814,1,0,3,4,51,1509,68
392599,2014-04-14 10:04:10,2,3,66,337,3532,2247.1928,164803,0,1,9,2014-05-23,2014-05-29,3,1,2,8810,1,0,1,4,8,1532,63
413010,2013-04-17 10:53:57,24,2,3,50,5224,,242847,0,0,1,2013-06-02,2013-06-03,2,0,1,8785,1,0,5,6,105,809,2
565855,2013-04-30 19:20:21,2,3,66,337,16984,,726769,0,0,9,2013-05-02,2013-05-03,2,0,1,7635,3,0,2,2,50,675,23
295500,2013-04-21 23:15:49,2,3,66,246,50661,3862.3469,1044399,1,0,9,2013-05-21,2013-05-29,2,0,1,8747,1,0,1,3,106,107,9
109760,2013-04-29 05:50:38,2,3,66,260,7841,,420341,0,0,9,2013-06-13,2013-06-17,3,0,1,13195,4,0,4,6,70,19,2
395466,2014-04-07 09:14:41,2,3,66,196,2428,4488.3903,177912,0,0,9,2014-12-22,2014-12-25,2,0,1,8746,1,0,1,6,105,29,86
383482,2014-04-21 22:15:15,2,3,66,174,5938,1270.5971,142317,0,0,7,2014-06-14,2014-06-16,2,1,1,11629,1,0,1,2,198,370,80
115093,2014-04-07 14:27:25,33,2,194,38,42328,,432346,0,0,9,2014-05-12,2014-05-15,4,0,1,47938,6,0,1,3,130,91,40
350547,2013-04-21 09:37:28,37,1,69,761,41949,,27573,0,0,1,2013-05-23,2013-06-02,2,0,1,21766,1,0,1,6,208,1418,8
314083,2014-04-02 11:59:17,2,3,66,174,16634,278.7906,1096719,0,0,9,2014-04-15,2014-04-16,1,0,1,24969,1,0,2,2,50,1082,43
462152,2014-04-04 05:50:45,2,3,66,174,21183,934.4636,407572,0,0,9,2014-04-08,2014-04-09,1,0,1,8281,1,0,1,2,50,663,41
216821,2013-04-24 02:10:43,2,3,66,246,41242,4975.3146,804268,0,0,9,2013-07-04,2013-07-08,2,0,1,25111,6,0,2,2,50,623,0
249768,2013-04-04 19:31:52,2,3,66,448,43175,6775.628,897358,0,1,1,2013-08-19,2013-08-26,5,0,2,8747,1,0,3,3,106,107,15
105841,2014-04-11 08:24:59,2,3,66,174,27251,2684.1937,407779,0,0,2,2014-04-13,2014-04-18,2,0,1,25625,6,1,1,2,50,562,91
289459,2014-04-23 09:27:47,17,1,133,31,29905,,1030585,0,0,5,2014-09-01,2014-09-14,2,0,1,8262,1,0,1,2,198,384,48
15879,2014-04-21 07:59:30,2,3,66,331,54953,1066.3218,78773,0,0,2,2014-09-21,2014-09-28,2,0,1,11372,1,0,1,4,121,199,86
298252,2013-04-15 20:17:22,2,3,66,348,24562,3641.5569,1053705,0,1,3,2013-06-05,2013-06-10,1,0,1,8745,1,0,2,6,204,27,83
189231,2013-04-29 16:31:19,23,1,1,436,21686,660.777,687069,0,0,4,2013-07-23,2013-07-27,2,1,1,8255,1,0,2,6,77,20,16
82798,2013-04-02 06:19:02,2,3,66,321,42936,,333710,0,0,0,2013-04-22,2013-04-25,2,0,1,979,3,0,1,5,100,796,38
302336,2014-04-14 13:43:56,35,2,70,89,16951,,1067470,0,0,5,2014-06-28,2014-06-30,2,0,1,20825,6,0,1,3,182,1493,62
